title,area,address,money
单间 | 碑林东关南街东门外，交大 1室0厅 主卧 朝南北 简,主卧(1室)    25㎡,东关南街,390
单间 | 三桥镇住宅小区 1室1厅1卫 男女不限,主卧(1室)    20㎡,三桥,650
单间 | 市政府小区 1室1厅1卫 男女不限,次卧(4室以上)    20㎡,太白南路,200
整租 | 陕西工勘院工程检测有限责任公司 2室1厅1卫,2室1厅1卫    80㎡,何家村,1700
单间 | 含光门 旺园大厦 大学东路 精装主卧 干净 温馨 拎,主卧(4室)    25㎡,南门,700
单间 | 博文路 科技路 徐家庄 新科大厦 精装主卧 家具齐全,主卧(4室)    23㎡,光华路,650
整租 | 江林新城 2室2厅1卫,2室2厅1卫    99㎡,电子城,1800
单间 | 市图书馆凤凰新城 拎包入住,隔断(3室)    18㎡,凤城三路,399
单间 | 可月付 锦业路 都市之门绿地世纪城合租房子，房子干净,次卧(3室)    25㎡,锦业路,600
单间 | 可月付 碑林边家村十字太白馨苑房子，有空调，房子干净,次卧(3室)    25㎡,边家村,600
整租 | 莱安城下塔坡小区 3室2厅1卫,3室2厅1卫    105㎡,绿源十字,1500
整租 | 东大街万达新天地 3室1厅1卫,3室1厅1卫    90㎡,和平路,1800
整租 | 益民坊 1室1厅1卫,1室1厅1卫    30㎡,土门,500
单间 | 边家村附近 不收任何,次卧(3室)    18㎡,丰庆路,550
单间 | 出租玫瑰大楼 亚美大厦 高新四路 世纪金花 金鹰 精,主卧(3室)    25㎡,科技一路,700
单间 | 找室友 可月付 科技一路 甘家寨 高新一中鑫宇小区。,次卧(3室)    25㎡,科技一路,550
单间 | 电子城 电子二路 石油大学 南大明宫 东仪路 精美单,主卧(3室)    20㎡,电子城,550
整租 | 牡丹庄园 1室1厅1卫,1室1厅1卫    60㎡,唐延路,1700
整租 | 北三环大明宫市场 湖北庄新村 1室1厅1卫,1室1厅1卫    45㎡,草滩,480
整租 | 嘉天Smart 2室1厅1卫,2室1厅1卫    79㎡,唐延路,2800
整租 | 泰和居 1室1厅1卫,1室1厅1卫    50㎡,辛家庙,900
单间 | 找室友 可月付 软件园 科技二路光电园小区 有空调。,次卧(3室)    25㎡,科技二路,500
单间 | 可月付 科技一路 高新一中高新幼儿园旁陕西高速集团房,次卧(3室)    25㎡,西安,400
整租 | 太白星座 2室1厅1卫,2室1厅1卫    99.07㎡,边家村,2300
整租 | 恒天华茂星座 2室2厅1卫,2室2厅1卫    85㎡,长缨东路,2500
整租 | 航天7171单位东区家属院 2室1厅1卫,2室1厅1卫    80㎡,长安,1300
单间 | 边家村 西北大学 小雁塔 南门 太白立交 西安体院,次卧(3室)    23㎡,大学南路,650
单间 | 电子城 文理学院 电子二路 石油大学 万国花园 永松,次卧(3室)    20㎡,吉祥路,650
整租 | 晨宇世纪 2室1厅1卫,2室1厅1卫    65㎡,纺织城,1200
整租 | 江林新城四期 3室2厅2卫,3室2厅2卫    138㎡,雁塔,2300
【整租】高新路 高新水晶城 1室0厅,1室1卫  43m²  18/31层,高新路,2700
【整租】唐延路 嘉天Smart 2室2厅,2室2厅1卫  76m²  13/26层,唐延路,3600
【整租】高新路 高新水晶城 1室0厅,1室1卫  43m²  18/31层,高新路,2700
【合租】电子城 馨园二号 4室次卧,4室2厅2卫  18m² 朝南,电子城,900
【合租】龙首村 炕底寨 3室主卧,3室1厅1卫  18m² 朝南,龙首村,600
【合租】明德门 705所家属院 4室次卧,4室1厅2卫  23m² 朝南,明德门,1080
【合租】雁塔周边 省直机关三爻小区 4室次卧,4室1厅3卫  13m² 朝东南,雁塔周边,850
【合租】明德门 教院新苑 4室次卧,4室1厅1卫  30m² 朝南,明德门,950
【整租】科技路西口 新西蓝公寓 1室0厅,1室1卫  48m²  5/28层,科技路西口,2500
【整租】高新路 枫林绿洲云顶园 1室0厅,1室1卫  38m²  15/28层,高新路,2300
【整租】青稞公寓 电子正街 梦想城001,1室1卫  25m² 朝南,青稞公寓,830-1507
【整租】青稞公寓 边家村 青稞泰华123,1室1卫  45m² 朝东,青稞公寓,1400-1800
【合租】土门 开远·半岛广场( 4室次卧,4室1厅2卫  28m² 朝南,土门,750
【整租】青稞公寓 边家村 青稞公寓泰华J,1室1卫  45m² 朝南,青稞公寓,1400-2000
【整租】大寨路 新栋 1室1厅,1室1厅1卫  69m²  19/32层,大寨路,2500
【整租】青稞公寓 电子正街 梦想城十八,1室1卫  25m² 朝南,青稞公寓,930-1500
【合租】大唐西市 西市佳园 3室次卧,3室2厅2卫  27m² 朝南,大唐西市,860
【整租】雁塔周边 新加坡花园小区 2室1厅,2室1厅1卫  74m²  12/30层,雁塔周边,2800
【合租】科技路西口 枫韵蓝湾 4室主卧,4室1厅2卫  20m² 朝南,科技路西口,1050
【合租】行政商务中心 亮丽家园 4室次卧,4室1厅2卫  15m² 朝南,行政商务中心,750
整租 | 雅居乐花园一室一厅精装修 ， 单身或过度不二选择,1室1厅1卫    40㎡,郭杜,1600
整租 | 韦一街东八里小区2室高层出租,2室2厅1卫    90㎡,杨家村,1900
整租 | 中华世纪城九形道东方米兰 两室 家具家电全配 拎包入,2室1厅1卫    80㎡,其它,2000
整租 | 中华世纪城 业主抛售 南北通透 看房方便,3室2厅2卫    141㎡,唐延路,3500
整租 | 科技四路 云顶园旁枫林绿洲 一室一厅 精装房带家具,1室1厅1卫    45㎡,高新路,2100
整租 | 玉祥门庆祥雅居 2室2厅100平米 中等装修 半年付,2室2厅1卫    100㎡,玉祥门,2000
整租 | 北大街十字中心医院附近中装1室1厅1厨1卫50平米采,1室1厅1卫    50㎡,北大街,800
整租 | 水榭花都一室干净着急出租,1室1厅1卫    66㎡,高陵,650
整租 | 南门外地铁口世纪金花东临宏信国际花园精装全配公寓可日,1室0厅1卫    50㎡,长安路,1900
单间 | 龙首北路 单间出租 独卫 厨房 月付 精装 名居 鸵,主卧(1室)    31㎡,龙首村,680
单间 | 月付 长安路纬一街地铁口 西安邮电大学家属院,主卧(3室)    31㎡,体育场,880
单间 | 合租单间非中介，免物业水电网费,次卧(4室)    18㎡,经济技术开发区,550
单间 | 个人城市运动公园 金源御景华府次卧 可月付 随时看房,次卧(4室以上)    18㎡,城市运动公园,500
整租 | 三桥 沁园花都 2室 房子照片真实 让房子干净 有温,2室2厅1卫    90㎡,三桥,1100
整租 | 地铁口 水岸东方 三室精装 2200元 直接入住 看,3室2厅2卫    123㎡,水岸东方,2200
整租 | 会展地铁口曲江八水 两室 精装全配 拎包入住 出租,2室2厅2卫    115㎡,电视塔,2600
整租 | 太白南路 新一代国际公寓 标准一室一厅 干净,1室1厅1卫    60㎡,太白小区,2000
整租 | 西工大附小电子商城文理学院太白南路电子三路兰乔圣菲三,3室2厅1卫    120㎡,太白南路,2400
整租 | 南二环太白立交印象城一室一厅精装全配拎包住随时看房,1室1厅1卫    65㎡,边家村,2199
整租 | 可月付大寨路民洁路东方米兰附近精装一室家具家电齐全拎,1室0厅1卫    25㎡,大寨路,750
整租 | 交大一附美院院附近全装双气家具家电拎包即住,2室1厅1卫    80㎡,含光路,1500
整租 | 玛雅房屋推荐 万科精装三室 全新家具齐全 拎包入住,3室2厅1卫    89㎡,皂河,1800
整租 | 小寨双地铁上西旅国际精装双气1室精装住家拎包入住双地,1室1厅1卫    56㎡,小寨路,2000
单间 | 凤城六路文景路十字 菁华名门 交通便利 非中介,次卧(4室)    26㎡,经济技术开发区,600
整租 | 未央路图书馆地铁口《盛世一品》1室精装全配房屋拎包即,1室0厅1卫    45㎡,市图书馆,1600
整租 | 整租 临近地铁 婚房出租 全配 看房方便,2室2厅1卫    103㎡,三爻,2300
整租 | 未央路地铁口66中学旁两室南北通透好房1500,2室2厅1卫    72㎡,经济技术开发区,1500
整租 | 多套纯实木配置西市佳园公园天下莱安逸境嘉天西工大民航,2室2厅1卫    86㎡,莲湖周边,2800
整租 | 科技路西口 中铁瑞园 地铁三号线 精装全配 随时看房,1室0厅1卫    43㎡,高新六路,1599
整租 | 高新唐延路科技路唐沣国际橡树街区唐延公馆数字生活,1室0厅1卫    37㎡,高新二路,1550
整租 | 金地芙蓉世家 豪华装修 别墅区 芙蓉园旁 会所优选,6室3厅5卫    350㎡,雁南五路,35000
单间 | 凤城三路长安医院旁文景观园 WiFi 配置齐全拎包入,次卧(4室以上)    14㎡,市图书馆,490
整租 | 地铁口天朗蓝湖树两室全配、采光好、性价比高、拎包入住,2室1厅1卫    90㎡,科技路西口,2500
整租 | 南门望城大开间43平 拎包即住 家具齐全 实景图片,1室1厅1卫    43㎡,长安路,1800
整租 | 整租丨竹园阳光嘉苑精品两居室 环境优美 拎包入住！,2室1厅1卫    59㎡,唐延路,1800
单间 | 科技二路龙城铭园 5室0厅 简单装修 朝东南 主卧,主卧(4室以上)    25㎡,科技二路,1150
整租 | 城南电视塔，地铁口房源，精装全配一室，业主着急出租。,2室2厅1卫    95㎡,电视塔,3000
单间 | 单间出租，包水电物业还有网费，不是中介,次卧(4室以上)    18㎡,电子城,600
单间 | 电子东街 丁白路 石油大学 西安美院 吉祥村地铁口,次卧(3室)    23㎡,电子城,650
单间 | 白庙路 友谊西路 工业大学海航学院 边家村 二环南路,次卧(3室)    20㎡,友谊西路,600
单间 | 精装次卧 温馨舒适 电子商城 电子二路 丁白路,次卧(4室)    23㎡,吉祥路,600
整租 | 西后地小区 2室1厅 65平米 简单装修 半年付,2室1厅1卫    65㎡,南稍门,1200
单间 | 电子正街 万国花园 康复医院 石油大学 圣都大厦,次卧(3室)    20㎡,电子城,650
单间 | 海伦国际 2室1厅1卫 男女不限,次卧(2室)    12㎡,等驾坡,600
单间 | 貳号大院 熙地港旁 环境优美 欢迎大家看房,主卧(4室以上)    18㎡,张家堡,500
单间 | 高新区高新二路枫叶苑北区 4室1厅 次卧 朝南 精装,次卧(4室)    15㎡,高新二路,650
整租 | 边家村十字西北角光机所家属院 3室1厅1卫,3室1厅1卫    86㎡,边家村,2100
单间 | 吉祥村 小寨西路 西安美院 交大一附院 御笔华府,次卧(3室)    20㎡,丁白路,650
单间 | 个人出租 科创小区 西斜七路 地铁3号线 太白南路,次卧(4室)    22㎡,西斜七路,700
单间 | 太白南路 电子商城 文理学院 西斜七路 白沙路 雁塔,次卧(3室)    20㎡,太白南路,650
单间 | 太白南路 文理学院 电子城 石油大学 吉祥路 西斜七,次卧(3室)    18㎡,吉祥路,550
单间 | 东仪路 丈八东路 极速游乐场 石油大学南区 会展中心,次卧(3室)    20㎡,明德门,600
单间 | 个人出租，无，枫叶苑北区 4室1厅 次卧 朝南 精装,次卧(4室)    15㎡,高新二路,650
单间 | 石油大学 电子二路 电子正街 东仪路 博爱医院 南大,次卧(3室)    20㎡,电子城,600
单间 | 吉祥路 电子一路 太白南路 电子商城 精装卧室 家具,主卧(4室)    24㎡,吉祥路,650
单间 | 西关正街 劳动南路 紫金大厦 丰庆路 西北工业大学,次卧(3室)    20㎡,丰庆路,650
单间 | 电子商城 人人乐 太白南路 电子二路 紫薇花园 次卧,次卧(4室)    23㎡,吉祥路,600
单间 | 南门 钟楼 小雁塔 友谊西路 南稍门 小寨 含光门,次卧(3室)    20㎡,安西街,650
单间 | 房东直租 精装次卧 干净适舒 家具齐全 太白立交 西,主卧(4室)    25㎡,太白小区,600
整租 | 西安印象城 1室1厅1卫,1室1厅1卫    41㎡,龙首村,1800
单间 | 高新唐延路特警支队家属院 4室1厅1卫 男女不限,主卧(4室)    20㎡,雁塔周边,650
整租 | 前进花园 2室1厅1卫,2室1厅1卫    95㎡,未央,1100
单间 | 高新四路 亚美大厦 玫瑰大楼 科技路 新纪元公园 个,主卧(3室)    20㎡,科技路西口,650
单间 | 凯德广场 含光路转盘 崇业路 唐城宾馆 含光路 个人,次卧(3室)    20㎡,小寨路,550
整租 | 天朗大兴郡一期 2室2厅1卫,2室2厅1卫    88㎡,红庙坡,1800
单间 | 亚美大厦 科技路 丽人医院 徐家庄 新科大厦 精装主,主卧(3室)    23㎡,科技路,650
单间 | 通化门地铁口 金花南路 长乐中路 轻工市场尚容小区,次卧(4室)    20㎡,金花南路,700
单间 | 永松路 人才市场 光华路 太白小区 吉祥村 小寨,次卧(3室)    20㎡,太白小区,550
单间 | 电子正街-文理学院-小区是部队家属院-绝对安全-独卫,主卧(4室)    28㎡,电子正街,750
单间 | 电子正街 丈八东路 北山门 电子四路 万象春天 五二,次卧(3室)    20㎡,电子城,650
单间 | 碑林边家村太白星座 3室1厅 主卧 朝南 精装修,主卧(3室)    18㎡,边家村,650
单间 | 碑林边家村太白星座 3室1厅 主卧 朝南 精装修,主卧(3室)    18㎡,边家村,600
单间 | 电子正街-北山门-521医院-省博爱医院-实习生的首,主卧(4室)    30㎡,电子正街,720
【整租】高新路 枫林绿洲云顶园 1室0厅,1室1卫  38m²  15/28层,高新路,2300
【合租】三爻 交通南苑 4室次卧,4室1厅2卫  18m² 朝北,三爻,850
【合租】雁塔周边 省直机关三爻小区 5室次卧,5室1厅2卫  13m² 朝南,雁塔周边,700
【整租】解放路 解放路民乐园万达 1室0厅,1室1卫  50m²  5/7层,解放路,2000
【整租】高新路 群贤道九号 2室2厅,2室2厅1卫  84m²  24/28层,高新路,3400
【合租】龙首村 宫园壹号二期 2室主卧,2室1厅1卫  25m² 朝东,龙首村,850
【合租】鱼化寨 赢园雅筑 4室主卧,4室1厅2卫  23m² 朝南,鱼化寨,1300
【合租】龙首村 宫园壹号 2室主卧,2室1厅1卫  25m² 朝南,龙首村,880
【整租】雁塔周边 冠城国际 3室2厅,3室2厅2卫  110m²  8/18层,雁塔周边,5000
【合租】明德门 城南翡翠 4室次卧,4室1厅2卫  22m² 朝南,明德门,950
【整租】雁塔周边 新加坡花园小区 2室1厅,2室1厅1卫  74m²  12/30层,雁塔周边,2800
【整租】青稞公寓 边家村 青稞泰华123,1室1卫  45m² 朝东,青稞公寓,1400-1800
【合租】行政商务中心 亮丽家园 4室次卧,4室1厅2卫  15m² 朝南,行政商务中心,750
【合租】电视塔 澳城大厦 4室次卧,4室1厅1卫  20m² 朝南,电视塔,500
【合租】电视塔 华城万象一期 4室次卧,4室1厅1卫  25m² 朝南,电视塔,600
【整租】青稞公寓 电子正街 梦想城十八,1室1卫  25m² 朝南,青稞公寓,930-1500
【合租】电子城 融侨紫薇馨苑 4室次卧,4室1厅2卫  25m² 朝南,电子城,900
【合租】市政府 中天国际公寓 3室次卧,3室2厅2卫  28m² 朝南,市政府,930
【整租】边家村 泰华金汇时代 1室1厅,1室1厅1卫  50m²  12/12层,边家村,1400
【合租】行政商务中心 亮丽家园 4室主卧,4室1厅2卫  28m² 朝南,行政商务中心,1130
整租 | 新！ 草场坡 长安壹栋 任性的价位 傲娇的价格,1室1厅1卫    55㎡,长安路,2300
整租 | 长安路 南稍门地铁口 大话南门 精装一室全配 拎包住,1室1厅1卫    45㎡,长安路,1900
单间 | 凤城五路海璟时代 临近赛高街区 可押一付一 有WIF,次卧(4室以上)    20㎡,经济技术开发区,550
整租 | 小寨地铁附近 蓝溪花园90平精装家具家电配套,2室1厅1卫    90㎡,翠华路,2900
整租 | 大兴医院对面 精装新房拎包入住 看房有钥匙,3室2厅1卫    98㎡,红庙坡,2400
整租 | 《多套》公园天下莱安逸境高新银座上城LOFT华府新桃,1室1厅1卫    45㎡,莲湖周边,1700
整租 | 中海紫御华府 中海派 1室精装空房,1室0厅1卫    39㎡,新开门,1500
整租 | 《多套》公园天下西市佳园莱安逸境嘉天smart米拉公,1室1厅1卫    50㎡,高新四路,1600
整租 | 缤纷南郡两室精装全配拎包入住,2室2厅1卫    89㎡,陕西大会堂,2500
整租 | 长安路，长安大街三号，真正的高性价比，标准一室一厅，,1室1厅1卫    60㎡,长安路,2300
整租 | 海璟新天两室业主自住精装,2室2厅1卫    103㎡,凤城四路,2300
整租 | 北二环《明能苑》2室精装全配采光超好看房方便,2室2厅1卫    98㎡,市图书馆,1800
整租 | 革命公园附近2室1厅1厨1卫70平米家具齐全南北通透,2室1厅1卫    70㎡,西五路,1200
单间 | 大明宫西地铁口 名京九合院 交通便利 拎包入住 房租,次卧(4室以上)    15㎡,龙首村,500
整租 | 未央龙首村中天雅苑2室2厅92平米简单装修半年付,2室2厅1卫    92㎡,龙首村,2000
整租 | 天朗御湖 三室两厅 精装全配 家电齐全 拎包入住,3室2厅1卫    116㎡,经济技术开发区,3000
整租 | 首创国际城精装全配两室 房子干净整洁 业主送两年网络,2室2厅1卫    88㎡,经济技术开发区,1700
整租 | 青城 2室1厅1卫,2室1厅1卫    72㎡,韦曲,1100
单间 | 个人-离王府井钟楼最近的女生短租合租公寓-冬天暖和,床位    ,南大街,350
整租 | 莲湖周边红庙坡玉祥门丰禾路龙湖MOCO押一付三拎包入,1室0厅1卫    40㎡,红庙坡,1500
整租 | 红庙坡龙湖星悦荟龙湖moco老城根1室精装公寓拎包入,1室1厅1卫    41㎡,红庙坡,1500
整租 | S唐沣国际两室办公出租 旺座现代城 唐延路旁 看房子,2室1厅1卫    91㎡,唐延路,3200
整租 | 雁塔区明德门朱雀大街金水大厦 出租,1室0厅1卫    53㎡,明德门,1650
单间 | 650带阳台包网包物业 无中间费可月付 凤城一路单间,隔断(1室)    20㎡,凤城一路,650
整租 | 摩尔中心 数字生活 精装一室一厅 家具齐全 拎包入住,1室1厅1卫    66㎡,科技六路,2300
整租 | 竹园阳光嘉苑 南北户型 家具家电齐全 领包入住,2室2厅1卫    94㎡,唐延路,2300
整租 | 二环边，干净1室，有品质的生活从这里开始，图片真实,1室1厅1卫    50㎡,凤城一路,1700
整租 | 会展中心 长延居 华城国际 华城万象精装标准一室 全,1室1厅1卫    50㎡,电视塔,1650
整租 | 明德门华城万象二期 2室1厅85平米 精装修 半年付,2室1厅1卫    85㎡,明德门,1900
整租 | 未央路，凤城五路，地铁口，精装修，两室，空房，户型好,2室2厅1卫    92㎡,凤城五路,1400
整租 | 电视塔国展中心地铁口 象牙公寓精装一室全配出租 拎包,1室1厅1卫    54㎡,国展中心,1650
整租 | 精装两室 便宜出租《一方置业、国润城店》,2室2厅1卫    80㎡,三桥,1100
整租 | 地铁三号线科技路丈八北路 天朗蓝湖树 铂悦 都市印象,2室2厅1卫    105㎡,科技路西口,2600
整租 | 科技六路 木塔寺公园 兰亭坊3室精装好房超值出租70,3室2厅2卫    162㎡,科技六路,7000
单间 | 中登家园，欢迎您入住家的感觉,主卧(4室)    25㎡,经济技术开发区,750
整租 | 美寓华庭 2室全配 2200拎包入住紧邻万家灯火 尚,2室2厅1卫    87㎡,唐延路,2200
整租 | 城市运动公园旁 白桦林居 三室两厅 精装全配,3室2厅2卫    128㎡,经济技术开发区,3500
整租 | 别错过了！百花家园精装干净整洁拎包入住两室1500,2室1厅1卫    1500㎡,凤城三路,1500
单间 | 亚美大厦 科技路 丽人医院 徐家庄 新科大厦 精装主,主卧(3室)    23㎡,科技路,650
整租 | 省委东小区 2室2厅1卫,2室2厅1卫    90㎡,大雁塔,1600
单间 | 电子正街 丈八东路 北山门 电子四路 万象春天 五二,次卧(3室)    20㎡,电子城,650
整租 | 桃园北路丰乐佳苑 2室1厅1卫,2室1厅1卫    97㎡,桃园路,1600
单间 | 西核高层 2室1厅1卫 男女不限,次卧(2室)    90㎡,徐家湾,630
单间 | 碑林边家村太白星座 3室1厅 主卧 朝南 精装修,主卧(3室)    18㎡,边家村,650
单间 | 电子正街-北山门-521医院-省博爱医院-实习生的首,主卧(4室)    30㎡,电子正街,720
单间 | 友谊医院 黄雁村 省人民医院 含光路 红缨路 朱雀门,次卧(4室)    22㎡,张家村,700
单间 | 土门十字-土门制药厂-土门新市场-欧式装修-房子美得,主卧(4室)    29㎡,土门,720
整租 | 雁塔东仪路时丰中央公园 3室2厅 137.2平米 毛,3室2厅2卫    137.2㎡,东仪路,1000
单间 | 明德广厦 3室2厅1卫 男女不限 转租,次卧(3室)    35㎡,明德门,710
单间 | 甩了甩了 政法大学 南方星座 朱雀大街南 明德门 昌,次卧(3室)    20㎡,明德门,600
整租 | 未央张家堡首创国际城 1室0厅 20平米 精装修 押,1室0厅1卫    20㎡,张家堡,800
单间 | 风城八路水晶卡芭拉卜蜂购物边 5室1厅2卫 男女不限,主卧(4室以上)    22㎡,张家堡,680
单间 | 友谊医院 西工大 西北大 省人民医院 边家村十字东泰,次卧(4室)    20㎡,边家村,700
单间 | 土门 金光门桥 昆明路 汉城南路 利君南苑 丰镐西路,主卧(3室)    20㎡,土门,600
整租 | 兰乔国际城 2室1厅1卫,2室1厅1卫    75㎡,韦曲,1800
整租 | 东方罗马花园6号楼11108号 1室1厅1卫,1室1厅1卫    45㎡,辛家庙,1500
单间 | 高新区科技路西口黄金嘉园 3室1厅 个人急租,次卧(3室)    17㎡,科技路西口,600
整租 | 西安电子科技大学社区 3室1厅1卫,3室1厅1卫    85㎡,太白南路,2400
单间 | 土门十字-土门商厦-华润万家-欧式装修-宜家风格-家,主卧(4室)    25㎡,丰庆路,680
整租 | 三民汉风苑西区 2室1厅1卫,2室1厅1卫    65㎡,枣园,900
单间 | 土门十字-土门商厦-房子欧式装修-家具家电齐全-随时,主卧(4室)    28㎡,丰庆路,700
整租 | 莱安逸境 1室1厅1卫,1室1厅1卫    46㎡,唐延路,2100
整租 | 玻璃厂家属院(人民西巷) 2室1厅1卫,2室1厅1卫    50㎡,西关,800
单间 | 未央凤城五路 高山流水幸福 4室 1厅 主卧,主卧(4室)    20㎡,未央,500
单间 | 枫叶苑北区 3室1厅 次卧 朝南 精装修,次卧(3室)    18㎡,西安,750
整租 | 教场门 1室1厅1卫,1室1厅1卫    50㎡,庙后街,700
单间 | 雅荷电信小区 1室1厅1卫 男女不限,主卧(1室)    25㎡,经济技术开发区,500
整租 | 骊山临潼黄河职工疗养院 1室1厅 60平米 中等装修,1室1厅1卫    60㎡,骊山,900
整租 | 雅卓花园 2室1厅1卫,2室1厅1卫    93㎡,城西客运站,1300
整租 | 长安韦曲青年南街开发三区 3室1厅1卫,3室1厅1卫    75㎡,韦曲,1400
单间 | 玫瑰大楼 高新四路 旺座国际 科技一路 高科花园 好,次卧(3室)    22㎡,科技一路,650
整租 | 城西百花一村 1室1厅1卫,1室1厅1卫    54㎡,城西客运站,800
单间 | 土门十字-土门商厦-主卧带独卫-次卧大阳台-欧式装修,主卧(4室)    27㎡,土门,700
【合租】方新村 荣民宫园中央 3室主卧,3室1厅1卫  25m² 朝南,方新村,740
【整租】高新路 枫林绿洲云顶园 1室0厅,1室1卫  38m²  15/28层,高新路,2300
【整租】旺座现代城 领先时代广场 1室0厅,1室1卫  38m²  21/28层,旺座现代城,2000
【整租】高新路 高新水晶城 1室0厅,1室1卫  43m²  26/28层,高新路,2700
【整租】高新路 群贤道九号 2室2厅,2室2厅1卫  85m²  24/28层,高新路,3400
【整租】高新路 群贤道九号 2室2厅,2室2厅1卫  84m²  24/32层,高新路,3400
【合租】明德门 凯旋广场 4室次卧,4室1厅1卫  25m² 朝南,明德门,1100
【整租】高新路 群贤道九号 1室0厅,1室1卫  70m²  17/28层,高新路,2700
【整租】高新路 高新水晶城 1室0厅,1室1卫  43m²  18/28层,高新路,2700
【合租】龙首村 宫园壹号二期 2室次卧,2室1厅1卫  20m² 朝东西,龙首村,750
【合租】长安路 长安大街3号 5室次卧,5室1厅2卫  23m² 朝北,长安路,820
【整租】青稞公寓 电子正街 梦想城十一,1室1卫  25m² 朝南,青稞公寓,930-1500
【整租】雁塔周边 新加坡花园小区 2室1厅,2室1厅1卫  74m²  12/30层,雁塔周边,2800
【合租】科技路西口 枫韵蓝湾 4室主卧,4室1厅2卫  20m² 朝南,科技路西口,1050
【合租】行政商务中心 亮丽家园 4室次卧,4室1厅2卫  15m² 朝南,行政商务中心,750
【整租】青稞公寓 边家村 青稞泰华123,1室1卫  45m² 朝东,青稞公寓,1400-1800
【合租】电视塔 华城万象一期 4室次卧,4室1厅1卫  25m² 朝南,电视塔,600
【合租】科技路西口 响塘文苑 4室次卧,4室2厅2卫  16m² 朝南北,科技路西口,950
【合租】电子城 融侨紫薇馨苑 4室次卧,4室1厅2卫  25m² 朝南,电子城,900
【合租】市政府 中天国际公寓 3室次卧,3室2厅2卫  28m² 朝南,市政府,930
整租 | 枫叶新都市 大三室 多层爬楼的低楼层 带老人小孩您居,3室2厅2卫    165㎡,科技路,4500
整租 | 会展中心 精装公寓 随时入住 看房方便 *灵活,1室0厅1卫    42㎡,国展中心,2200
单间 | 个人方新村盛龙广场对面次卧精装修350起租干净卫生交,次卧(3室)    20㎡,方新村,350
整租 | 中建群星汇，一室一厅，精装全配,1室1厅1卫    56㎡,明德门,1800
单间 | 非中介个人出租拎包入住,次卧(1室)    16㎡,凤城五路,550
整租 | 一心一意只为圆您家的梦想,2室2厅1卫    85㎡,郭杜,2600
整租 | 《多套》西市佳园莱安逸境嘉天smart上城LOFT高,1室1厅1卫    49㎡,丰庆路,2000
整租 | 凤九 海荣名城全配俩室出租 南北通透 拎包入住,2室2厅1卫    107㎡,凤城九路,1800
整租 | 高新 大寨路 旭景碧泽园 精装两室 拎包入住,2室2厅1卫    89㎡,鱼化寨,1800
整租 | 航天大道 富力城 交通便利 精装修 拎包入住,2室2厅1卫    98㎡,韦曲,2200
整租 | 电视塔地铁旁 华城国际 全新精装1室 可做生意可居家,1室1厅1卫    45㎡,电视塔,2000
整租 | 建工路 巧克力公寓 繁华地段 精装复式 交通便利 拎,2室2厅1卫    126㎡,等驾坡,1800
整租 | 人人乐超市精装一室随时看房,1室1厅1卫    54㎡,凤城九路,1500
单间 | 凤城二路，人人乐超市旁，干净卫生带空调,主卧(3室)    20㎡,凤城五路,580
整租 | 高新路 枫林绿洲 经典三室 精装修 全配 拎包住 便,3室2厅2卫    119㎡,高新路,3300
整租 | 曲江 商务办公区 精装一居室 拎包入住,1室0厅1卫    40㎡,行政商务中心,1500
整租 | 凤城三路 香克林小镇 第三医院对面 精装两室空房 2,2室2厅1卫    93㎡,凤城三路,2000
"整租 | 白桦林居二楼,三室出租,南北通透,风景优美,办公,",3室2厅2卫    134㎡,经济技术开发区,2800
整租 | 高新区昆明路 卡斯摩小院 精装标准一室一厅 拎包入住,1室1厅1卫    57㎡,大寨路,2000
整租 | 朝南 精装全配 东方星苑 2室2厅100平米 精装修,2室2厅1卫    100㎡,长乐坊,2000
整租 | 城北未央凤城一路大明宫万达广场先锋花园 两室精装,2室1厅1卫    65㎡,凤城一路,1200
单间 | 文艺路 草场坡 长安大学 323医院 西安科技大学,次卧(3室)    23㎡,南稍门,500
整租 | 万达旁！！凤城一路锦园君逸 精装2室 家具家电齐全,2室2厅1卫    93㎡,凤城一路,2000
整租 | 莲湖龙首北路与明光路十字新都花园三室两厅精装家具家电,3室2厅1卫    110㎡,红庙坡,1600
整租 | 铲灞一号 3室2厅1卫,3室2厅1卫    110㎡,辛家庙,1800
"整租 | 新房出租,装修温馨,配置全齐,适合两口之家和情侣居住",2室2厅1卫    82㎡,高新四路,2500
整租 | 雁塔周边新领地 1室1厅35平米 中等装修 押一付三,1室1厅1卫    35㎡,雁塔周边,1555
单间 | 碑林周边常春藤花园 3室2厅 主卧,主卧(3室)    23㎡,碑林周边,1100
单间 | 华豪丽晶二期 友谊西路 体育学院 小雁塔 嘉美大厦,主卧(3室)    20㎡,友谊西路,500
整租 | 电视塔一室精装房，入住美美哒，电话约起来！,1室1厅1卫    54㎡,电视塔,1450
单间 | 南稍门友谊西路 华豪丽晶好房便宜出租.欲租从速...,主卧(3室)    23㎡,友谊西路,580
单间 | 凤城五路 海景时代 临近地铁 人人乐附近 押一付一,次卧(4室以上)    20㎡,经济技术开发区,450
整租 | 明光路 白桦林间 简装两室全配 拎包入住,2室2厅1卫    100㎡,经济技术开发区,2500
整租 | 空房子，可办公便宜.,2室2厅1卫    93㎡,唐延路,2200
